timestamp,nim,url,status,message
2026-03-09 13:33:50,2341720025,https://github.com/alfbrynn/2341720025_ML_2025,FAILED,"Cloning into 'D:\PUTRI\D4\SEMESTER 8 (4C)\skripsi\code\code_mhs\2341720025'...
remote: Repository not found.
fatal: repository 'https://github.com/alfbrynn/2341720025_ML_2025/' not found
"
2026-03-09 13:33:50,2341720028,https://github.com/MRifdaM/234172008_ML_2025.git,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720227,https://github.com/petrusthelastking/2341720227_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720007,https://github.com/rafafadilaras/2341720007_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720135,https://github.com/RakaiSeto/2341720135_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720248,https://github.com/Putra1688/2341720248_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720164,https://github.com/Raudhil/2341720164_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720147,https://github.com/Sadiya8924/2341720147_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720108,https://github.com/sakanabil/2341720108_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720072,https://github.com/sirfara12/2341720072_ML__2025.git,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720062,https://github.com/taufikdimas/2341720062_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720093,https://github.com/TNCP06/2341720093_ML_2025,SKIPPED,Folder sudah ada
2026-03-09 13:33:50,2341720112,https://github.com/TMTMPST/2341720112_ML_2025,SKIPPED,Folder sudah ada
